"Nom","Prenom","Poste","Photo","Equipe","Selection","Nationalite","Championnat"
"Fumu Tamuzo","Francois-Xavier","AID","http://2015.sofifa.org/15/players/60/222923.png","AJ Auxerre",,"France","Ligue 2"
"Castelletto","Jean-Charles","DC","http://2015.sofifa.org/15/players/60/213868.png","AJ Auxerre",,"France","Ligue 2"
"Ait Ben Idir","Jamel","MC","http://2015.sofifa.org/15/players/60/53034.png","AJ Auxerre",,"Maroc","Ligue 2"
"Fontaine","Thomas","DC","http://2015.sofifa.org/15/players/60/190530.png","AJ Auxerre",,"France","Ligue 2"
"Haller","Sebastien","BU","http://2015.sofifa.org/15/players/60/205693.png","AJ Auxerre",,"France","Ligue 2"
"Leon","Donovan","G","http://2015.sofifa.org/15/players/60/205377.png","AJ Auxerre",,"Guyana","Ligue 2"
"Mulumba","Remi","MC","http://2015.sofifa.org/15/players/60/200130.png","AJ Auxerre",,"France","Ligue 2"
"Gavory","Nicolas","MDR","http://2015.sofifa.org/15/players/60/211844.png","AJ Auxerre",,"France","Ligue 2"
"Kilic","Samed","MC",,"AJ Auxerre",,"France","Ligue 2"
"Baby","Amara","MG","http://2015.sofifa.org/15/players/60/194718.png","AJ Auxerre",,"France","Ligue 2"
"Lembet","Geoffrey","G","http://2015.sofifa.org/15/players/60/188881.png","AJ Auxerre",,"Republique Centraficaine","Ligue 2"
"Diarra","Cheick","BU","http://2015.sofifa.org/15/players/60/205876.png","AJ Auxerre",,"Mali","Ligue 2"
"Djellabi","Karim","DG","http://2015.sofifa.org/15/players/60/139829.png","AJ Auxerre",,"France","Ligue 2"
"Sammaritano","Frederic","AIG","http://2015.sofifa.org/15/players/60/187988.png","AJ Auxerre",,"France","Ligue 2"
"Mbombo","Yannis","BU","http://2015.sofifa.org/15/players/60/221274.png","AJ Auxerre",,"Belgique","Ligue 2"
"Viale","Julien","BU","http://2015.sofifa.org/15/players/60/138945.png","AJ Auxerre",,"France","Ligue 2"
"Gragnic","Vincent","MOC","http://2015.sofifa.org/15/players/60/152926.png","AJ Auxerre",,"France","Ligue 2"
"Staerck-Weille","Nicolas","MC","http://2015.sofifa.org/15/players/60/213812.png","AJ Auxerre",,"France","Ligue 2"
"Puygrenier","Sebastien","DC","http://2015.sofifa.org/15/players/60/150564.png","AJ Auxerre",,"France","Ligue 2"
"Boe-Kane","Yann","MDC","http://2015.sofifa.org/15/players/60/215786.png","AJ Auxerre",,"France","Ligue 2"
"Cherif","Tafsir","AIG",,"AJ Auxerre",,"Guinee","Ligue 2"
"Nabab","Livio","BU","http://2015.sofifa.org/15/players/60/192963.png","AJ Auxerre",,"France","Ligue 2"
"Ndong","Henri","DD","http://2015.sofifa.org/15/players/60/210464.png","AJ Auxerre",,"Gabon","Ligue 2"
"Bouby","Pierre","MDC","http://2015.sofifa.org/15/players/60/198816.png","AJ Auxerre",,"France","Ligue 2"
"Lefebvre","Gregoire","MC",,"AJ Auxerre",,"France","Ligue 2"
"Aguilar","Ruben","DD",,"AJ Auxerre",,"France","Ligue 2"
"Sefil","Sonny","DC",,"AJ Auxerre",,"France","Ligue 2"
"Jacob","Valentin","MOC",,"AJ Auxerre",,"France","Ligue 2"
"Nestor","Loic","DC","http://2015.sofifa.org/15/players/60/183973.png","LB Chateauroux",,"France","Ligue 2"
"Makengo","Terence","BU","http://2015.sofifa.org/15/players/60/190488.png","LB Chateauroux",,"France","Ligue 2"
"Garita","Paul","BU","http://2015.sofifa.org/15/players/60/212365.png","LB Chateauroux",,"Cameroun","Ligue 2"
"Zola","Distel","MDC","http://2015.sofifa.org/15/players/60/183804.png","LB Chateauroux",,"Republique Democratique du Congo","Ligue 2"
"Plessis","Damien","MDC","http://2015.sofifa.org/15/players/60/183926.png","LB Chateauroux",,"France","Ligue 2"
"Bonnart","Laurent","DG","http://2015.sofifa.org/15/players/60/50894.png","LB Chateauroux",,"France","Ligue 2"
"Hountondji","Cedric","DC","http://2015.sofifa.org/15/players/60/219680.png","LB Chateauroux",,"France","Ligue 2"
"Boyer","Fabien","DC","http://2015.sofifa.org/15/players/60/208832.png","LB Chateauroux",,"France","Ligue 2"
"Dudouit","Emeric","DD","http://2015.sofifa.org/15/players/60/205862.png","LB Chateauroux",,"France","Ligue 2"
"Thil","Gregory","BU","http://2015.sofifa.org/15/players/60/50949.png","LB Chateauroux",,"France","Ligue 2"
"Omam Biyik","Emilio","BU",,"LB Chateauroux",,"France","Ligue 2"
"Obiang","Johann","DG","http://2015.sofifa.org/15/players/60/212483.png","LB Chateauroux",,"France","Ligue 2"
"Chamed","Nasser","MDR","http://2015.sofifa.org/15/players/60/210706.png","LB Chateauroux",,"France","Ligue 2"
"Roudet","Sebastien","MC","http://2015.sofifa.org/15/players/60/116762.png","LB Chateauroux",,"France","Ligue 2"
"Bain","Denys","DC","http://2015.sofifa.org/15/players/60/208019.png","LB Chateauroux",,"France","Ligue 2"
"Bonnefoi","Landry","G","http://2015.sofifa.org/15/players/60/137862.png","LB Chateauroux",,"France","Ligue 2"
"Sakhi","Hamza","MG",,"LB Chateauroux",,"Maroc","Ligue 2"
"Millieras","Jonathan","G","http://2015.sofifa.org/15/players/60/204891.png","LB Chateauroux",,"France","Ligue 2"
"Ehua","Elie","MDC","http://2015.sofifa.org/15/players/60/206498.png","LB Chateauroux",,"France","Ligue 2"
"N'Nomo","Ulrich","BU",,"LB Chateauroux",,"France","Ligue 2"
"Rivas","Jonathan","BU","http://2015.sofifa.org/15/players/60/214654.png","LB Chateauroux",,"France","Ligue 2"
"Kamara","Hassane","MOC",,"LB Chateauroux",,"France","Ligue 2"
"Darrieux","Maxime","MDC",,"LB Chateauroux",,"France","Ligue 2"
"Bobek","Theo","DD",,"LB Chateauroux",,"France","Ligue 2"
"Tait","Flavien","MOC","http://2015.sofifa.org/15/players/60/213388.png","LB Chateauroux",,"France","Ligue 2"
"Souchaud","Louis","G",,"LB Chateauroux",,"France","Ligue 2"
"Koffi","Erwin","BU",,"LB Chateauroux",,"France","Ligue 2"
"Mauricio","Tony","AID",,"LB Chateauroux",,"France","Ligue 2"
"Sartre","Romain","DC","http://2015.sofifa.org/15/players/60/150677.png","Nimes Olympique",,"France","Ligue 2"
"Maoulida","Toifilou","BU","http://2015.sofifa.org/15/players/60/12167.png","Nimes Olympique",,"France","Ligue 2"
"Harek","Fethi","DG","http://2015.sofifa.org/15/players/60/182816.png","Nimes Olympique",,"Algerie","Ligue 2"
"Barrillon","Fabien","DC","http://2015.sofifa.org/15/players/60/186962.png","Nimes Olympique",,"France","Ligue 2"
"Azouni","Larry","MDC","http://2015.sofifa.org/15/players/60/206310.png","Nimes Olympique",,"France","Ligue 2"
"Njiki Tchoutou","Franck","MDR",,"Nimes Olympique",,"Cameroun","Ligue 2"
"Koura","Anthony","BU","http://2015.sofifa.org/15/players/60/205334.png","Nimes Olympique",,"France","Ligue 2"
"Nouri","Riad","AID","http://2015.sofifa.org/15/players/60/193001.png","Nimes Olympique",,"France","Ligue 2"
"Lacourt","Jonathan","MC","http://2015.sofifa.org/15/players/60/176530.png","Nimes Olympique",,"France","Ligue 2"
"Robail","Mathieu","DG","http://2015.sofifa.org/15/players/60/172195.png","Nimes Olympique",,"France","Ligue 2"
"Parpeix","Jonathan","MDC","http://2015.sofifa.org/15/players/60/201040.png","Nimes Olympique",,"France","Ligue 2"
"Omrani","Abdelhakim","MDR",,"Nimes Olympique",,"France","Ligue 2"
"Kovacevic","Nenad","MDC","http://2015.sofifa.org/15/players/60/140609.png","Nimes Olympique",,"Serbie","Ligue 2"
"Cissokho","Ousmane","AIG","http://2015.sofifa.org/15/players/60/190015.png","Nimes Olympique",,"Senegal","Ligue 2"
"Hsissane","Abdel","MDC","http://2015.sofifa.org/15/players/60/209425.png","Nimes Olympique",,"France","Ligue 2"
"Marin","Anthony","DC",,"Nimes Olympique",,"France","Ligue 2"
"Michel","Mathieu","G","http://2015.sofifa.org/15/players/60/209423.png","Nimes Olympique",,"France","Ligue 2"
"Mendy","Alexandre","BU",,"Nimes Olympique",,"France","Ligue 2"
"Elie","Romain","DC",,"Nimes Olympique",,"France","Ligue 2"
"Gallon","Gauthier","G","http://2015.sofifa.org/15/players/60/214680.png","Nimes Olympique",,"France","Ligue 2"
"Kasparian","Anthony","G",,"Nimes Olympique",,"France","Ligue 2"
"Cordoval","Jeremy","DD","http://2015.sofifa.org/15/players/60/215388.png","Nimes Olympique",,"France","Ligue 2"
"Briancon","Anthony","MC",,"Nimes Olympique",,"France","Ligue 2"
"Renaut","Kevin","DC",,"Nimes Olympique",,"France","Ligue 2"
"Bationo","Yves","MC",,"Nimes Olympique",,"Cote d'Ivoire","Ligue 2"
"Roussillon","Jerome","DG","http://2015.sofifa.org/15/players/60/202562.png","FC Sochaux Montbeliard",,"France","Ligue 2"
"Zouma","Lionel","DC","http://2015.sofifa.org/15/players/60/206220.png","FC Sochaux Montbeliard",,"France","Ligue 2"
"Lopy","Joseph","MDC","http://2015.sofifa.org/15/players/60/206313.png","FC Sochaux Montbeliard",,"Senegal","Ligue 2"
"Vivian","Matheus","DC","http://2015.sofifa.org/15/players/60/165474.png","FC Sochaux Montbeliard",,"Bresil","Ligue 2"
"Mignot","Jean-Pascal","DC","http://2015.sofifa.org/15/players/60/138670.png","FC Sochaux Montbeliard",,"France","Ligue 2"
"Pele","Yohann","G","http://2015.sofifa.org/15/players/60/107298.png","FC Sochaux Montbeliard",,"France","Ligue 2"
"Berenguer","Florin","AIG","http://2015.sofifa.org/15/players/60/193427.png","FC Sochaux Montbeliard",,"France","Ligue 2"
"Butin","Edouard","BU","http://2015.sofifa.org/15/players/60/188386.png","FC Sochaux Montbeliard",,"France","Ligue 2"
"Habran","Romain","AID",,"FC Sochaux Montbeliard",,"France","Ligue 2"
"Caceres","Raphael","BU","http://2015.sofifa.org/15/players/60/199456.png","FC Sochaux Montbeliard",,"France","Ligue 2"
"Guerbert","Thomas","MC","http://2015.sofifa.org/15/players/60/204238.png","FC Sochaux Montbeliard",,"France","Ligue 2"
"Ilaimaharitra","Marco","MDC","http://2015.sofifa.org/15/players/60/220782.png","FC Sochaux Montbeliard",,"France","Ligue 2"
"Senzemba","Nicolas","DG",,"FC Sochaux Montbeliard",,"France","Ligue 2"
"Sunzu","Stoppila","DC","http://2015.sofifa.org/15/players/60/190276.png","FC Sochaux Montbeliard",,"Zambie","Ligue 2"
"Camara","Papa","G","http://2015.sofifa.org/15/players/60/204881.png","FC Sochaux Montbeliard",,"Senegal","Ligue 2"
"Faussurier","Julien","DD","http://2015.sofifa.org/15/players/60/183921.png","FC Sochaux Montbeliard",,"France","Ligue 2"
"Toko-Ekambi","Karl","BU",,"FC Sochaux Montbeliard",,"France","Ligue 2"
"Cros","Guillaume","DG",,"FC Sochaux Montbeliard",,"France","Ligue 2"
"Diedhiou","Famara","BU",,"FC Sochaux Montbeliard",,"Senegal","Ligue 2"
"Konate","Hillel","G",,"FC Sochaux Montbeliard",,"Cote d'Ivoire","Ligue 2"
"Diallo","Mamadou","BU",,"FC Sochaux Montbeliard",,"Senegal","Ligue 2"
"Gibaud","Pierre","DC","http://2015.sofifa.org/15/players/60/176849.png","FC Sochaux Montbeliard",,"France","Ligue 2"
"Malsa","Mickael","MC",,"FC Sochaux Montbeliard",,"France","Ligue 2"
"Nivet","Benjamin","MOC","http://2015.sofifa.org/15/players/60/3665.png","ES Troyes AC",,"France","Ligue 2"
"Court","Yoann","MG","http://2015.sofifa.org/15/players/60/199419.png","ES Troyes AC",,"France","Ligue 2"
"Jean","Corentin","BU","http://2015.sofifa.org/15/players/60/211239.png","ES Troyes AC",,"France","Ligue 2"
"Othon","Quentin","MDC","http://2015.sofifa.org/15/players/60/179794.png","ES Troyes AC",,"France","Ligue 2"
"Cabot","Jimmy","MG","http://2015.sofifa.org/15/players/60/212947.png","ES Troyes AC",,"France","Ligue 2"
"N'Diaye","Mahamadou","DC","http://2015.sofifa.org/15/players/60/173038.png","ES Troyes AC",,"Mali","Ligue 2"
"Petric","Denis","G","http://2015.sofifa.org/15/players/60/184781.png","ES Troyes AC",,"Serbie","Ligue 2"
"Gimbert","Ghislain","BU","http://2015.sofifa.org/15/players/60/162198.png","ES Troyes AC",,"France","Ligue 2"
"Camara","Khassa","MC","http://2015.sofifa.org/15/players/60/204968.png","ES Troyes AC",,"Mauritanie","Ligue 2"
"Jarjat","Florian","DC","http://2015.sofifa.org/15/players/60/111238.png","ES Troyes AC",,"France","Ligue 2"
"Saunier","Matthieu","DC","http://2015.sofifa.org/15/players/60/193081.png","ES Troyes AC",,"France","Ligue 2"
"Pi","Jessy","MDC","http://2015.sofifa.org/15/players/60/214991.png","ES Troyes AC",,"France","Ligue 2"
"Dreyer","Matthieu","G","http://2015.sofifa.org/15/players/60/184084.png","ES Troyes AC",,"France","Ligue 2"
"Kone","Mory","DC","http://2015.sofifa.org/15/players/60/209831.png","ES Troyes AC",,"France","Ligue 2"
"Ayasse","Thomas","MDC","http://2015.sofifa.org/15/players/60/183356.png","ES Troyes AC",,"France","Ligue 2"
"Rincon","Carlos","DC","http://2015.sofifa.org/15/players/60/181734.png","ES Troyes AC",,"Bresil","Ligue 2"
"Darbion","Stephane","MDR","http://2015.sofifa.org/15/players/60/163796.png","ES Troyes AC",,"France","Ligue 2"
"Lacour","Guillaume","MDC","http://2015.sofifa.org/15/players/60/53044.png","ES Troyes AC",,"France","Ligue 2"
"Xavier","Thiago","MDC","http://2015.sofifa.org/15/players/60/159168.png","ES Troyes AC",,"Bresil","Ligue 2"
"Grandel","Franck","G","http://2015.sofifa.org/15/players/60/149619.png","ES Troyes AC",,"France","Ligue 2"
"Drouin","Stephen","DC","http://2015.sofifa.org/15/players/60/138710.png","ES Troyes AC",,"France","Ligue 2"
"Bienvenu","Henri","BU","http://2015.sofifa.org/15/players/60/150451.png","ES Troyes AC",,"Cameroun","Ligue 2"
"Carole","Lionel","DG","http://2015.sofifa.org/15/players/60/201041.png","ES Troyes AC",,"France","Ligue 2"
"Sylla","Salimo","DG",,"ES Troyes AC",,"France","Ligue 2"
"Bernardoni","Paul","G",,"ES Troyes AC",,"France","Ligue 2"
"Azamoum","Karim","MOC","http://2015.sofifa.org/15/players/60/216237.png","ES Troyes AC",,"France","Ligue 2"
"Martial","Johan","DC","http://2015.sofifa.org/15/players/60/194953.png","Stade Brestois 29",,"France","Ligue 2"
"Traore","Ismael","DC","http://2015.sofifa.org/15/players/60/184873.png","Stade Brestois 29",,"Cote d'Ivoire","Ligue 2"
"Makonda","Tripy","DG","http://2015.sofifa.org/15/players/60/191207.png","Stade Brestois 29",,"France","Ligue 2"
"Thebaux","Alexis","G","http://2015.sofifa.org/15/players/60/163991.png","Stade Brestois 29",,"France","Ligue 2"
"Falette","Simon","DC","http://2015.sofifa.org/15/players/60/206553.png","Stade Brestois 29",,"France","Ligue 2"
"Grougi","Bruno","MOC","http://2015.sofifa.org/15/players/60/51910.png","Stade Brestois 29",,"France","Ligue 2"
"Belghazouani","Chahir","MDR","http://2015.sofifa.org/15/players/60/170349.png","Stade Brestois 29",,"Maroc","Ligue 2"
"Moimbe","Wilfried","DG","http://2015.sofifa.org/15/players/60/187047.png","Stade Brestois 29",,"France","Ligue 2"
"Hartock","Joan","G","http://2015.sofifa.org/15/players/60/161646.png","Stade Brestois 29",,"France","Ligue 2"
"Laborde","Gaetan","BU","http://2015.sofifa.org/15/players/60/209519.png","Stade Brestois 29",,"France","Ligue 2"
"Khaled","Abel","AID","http://2015.sofifa.org/15/players/60/207541.png","Stade Brestois 29",,"Algerie","Ligue 2"
"Alphonse","Alexandre","BU","http://2015.sofifa.org/15/players/60/111172.png","Stade Brestois 29",,"France","Ligue 2"
"Ramare","Johann","MC","http://2015.sofifa.org/15/players/60/181499.png","Stade Brestois 29",,"France","Ligue 2"
"Chardonnet","Brendan","DC",,"Stade Brestois 29",,"France","Ligue 2"
"Cuvillier","Alexandre","MG","http://2015.sofifa.org/15/players/60/183887.png","Stade Brestois 29",,"France","Ligue 2"
"Doumbia","Cheick","MDC",,"Stade Brestois 29",,"Mali","Ligue 2"
"Tritz","Stephane","DD","http://2015.sofifa.org/15/players/60/184083.png","Stade Brestois 29",,"France","Ligue 2"
"Perez","Manuel","MC","http://2015.sofifa.org/15/players/60/216834.png","Stade Brestois 29",,"France","Ligue 2"
"Belaud","Gaetan","DD","http://2015.sofifa.org/15/players/60/189003.png","Stade Brestois 29",,"France","Ligue 2"
"Verdier","Nicolas","BU","http://2015.sofifa.org/15/players/60/209381.png","Stade Brestois 29",,"France","Ligue 2"
"Sea","William","BU",,"Stade Brestois 29",,"France","Ligue 2"
"Ranneaud","Jason","MC",,"Stade Brestois 29",,"France","Ligue 2"
"Samassa","Mamadou","BU","http://2015.sofifa.org/15/players/60/177485.png","Stade Brestois 29",,"Mali","Ligue 2"
"Zubar","Ronald","DC","http://2015.sofifa.org/15/players/60/150472.png","AC Ajaccio",,"France","Ligue 2"
"Scribe","Anthony","G","http://2015.sofifa.org/15/players/60/183963.png","AC Ajaccio",,"France","Ligue 2"
"Oliech","Dennis","BU","http://2015.sofifa.org/15/players/60/175389.png","AC Ajaccio",,"Kenya","Ligue 2"
"Kante","Cedric","DC","http://2015.sofifa.org/15/players/60/116677.png","AC Ajaccio",,"Mali","Ligue 2"
"Coulibaly","Gary","MDC","http://2015.sofifa.org/15/players/60/169584.png","AC Ajaccio",,"France","Ligue 2"
